goal	rule	score
requires_specialist(D2, cardiology)	requires_specialist(liver_disease, cardiology)	0
exhibits(RF, S3)	exhibits(patient_carol, sweating)	0
exhibits(D2, S0)	exhibits(patient_olivia, sweating)	0
exhibits(patient_grace, S3)	exhibits(patient_grace, insomnia)	0
exhibits(P, S4)	exhibits(patient_noah, dizziness)	0
exhibits(D, S3)	exhibits(patient_dave, weight_gain)	0
exhibits(RF, S1)	exhibits(patient_henry, swollen_joints)	0
exhibits(RF, S1)	exhibits(patient_frank, swollen_joints)	0
exhibits(P, S3)	exhibits(patient_bob, muscle_weakness)	0
treats(lisinopril, D2)	treats(lisinopril, arthritis)	0
exhibits(SE, S1)	exhibits(patient_henry, chest_pain)	0
treats(sertraline, D2)	treats(sertraline, hypertension)	0
exhibits(Drug, S2)	exhibits(patient_iris, cough)	0
has_symptom(D2, S2)	has_symptom(anxiety, back_pain)	0
exhibits(D, S2)	exhibits(patient_bob, weight_gain)	0
has_symptom(D2, S2)	has_symptom(pneumonia, dizziness)	0
exhibits(RF, S3)	exhibits(patient_mia, back_pain)	0
exhibits(SE, S1)	exhibits(patient_frank, weight_gain)	0
has_symptom(anxiety, S2)	has_symptom(anxiety, fatigue)	0
exhibits(Doc, S0)	exhibits(patient_eve, weight_loss)	0
exhibits(P2, S2)	exhibits(covid19, cough)	0
exhibits(Drug, S2)	exhibits(patient_liam, nausea)	0
exhibits(Organ, S1)	exhibits(patient_iris, sadness)	0
exhibits(D2, S0)	exhibits(patient_carol, loss_of_appetite)	0
exhibits(Doc, S3)	exhibits(patient_iris, excessive_thirst)	0
exhibits(P, S4)	exhibits(patient_dave, swollen_joints)	0
exhibits(SE, S1)	exhibits(patient_frank, chest_pain)	0
has_symptom(D2, S2)	has_symptom(asthma, dizziness)	0
exhibits(Organ, S3)	exhibits(patient_carol, headache)	0
exhibits(SE, S1)	exhibits(patient_noah, abdominal_pain)	0
exhibits(D, S4)	exhibits(patient_mia, fever)	0
exhibits(D, S3)	exhibits(patient_olivia, confusion)	0
causes(D12, D22)	causes(migraine, migraine)	0
exhibits(Drug, S2)	exhibits(patient_iris, memory_loss)	0
exhibits(D1, S2)	exhibits(patient_kate, shortness_of_breath)	0
exhibits(P1, S1)	exhibits(D, weight_loss)	0
exhibits(D, S3)	exhibits(patient_liam, sweating)	0
exhibits(P, S3)	exhibits(patient_dave, weight_gain)	0
exhibits(Drug, S2)	exhibits(patient_henry, chest_pain)	0
has_symptom(D4, S4)	has_symptom(heart_disease, back_pain)	0
exhibits(Doc, S3)	exhibits(patient_noah, pale_skin)	0
has_symptom(hypothyroidism, S2)	has_symptom(hypothyroidism, pale_skin)	0
has_symptom(D2, S2)	has_symptom(liver_disease, fever)	0
exhibits(Doc, S2)	exhibits(patient_iris, abdominal_pain)	0
exhibits(Drug, S2)	exhibits(patient_frank, weight_gain)	0
has_symptom(hypertension, S2)	has_symptom(hypertension, memory_loss)	0
treats(D0, D0)	treats(pneumonia, pneumonia)	0
exhibits(Organ, S1)	exhibits(patient_kate, chest_pain)	0
exhibits(SE, S2)	exhibits(patient_eve, headache)	0
exhibits(P, S0)	exhibits(patient_alice, back_pain)	0
has_symptom(pneumonia, S4)	has_symptom(pneumonia, dizziness)	0
exhibits(Doc, S3)	exhibits(patient_frank, abdominal_pain)	0
has_symptom(hypothyroidism, S4)	has_symptom(hypothyroidism, loss_of_appetite)	0
exhibits(D, S3)	exhibits(patient_noah, fatigue)	0
causes(D12, D22)	causes(influenza, anxiety)	0
exhibits(P, S0)	exhibits(patient_eve, memory_loss)	0
exhibits(D2, S0)	exhibits(patient_dave, pale_skin)	0
exhibits(Organ, S3)	exhibits(patient_kate, shortness_of_breath)	0
exhibits(P3, S3)	exhibits(D, sweating)	0
exhibits(Drug, S2)	exhibits(patient_noah, abdominal_pain)	0
exhibits(D, S3)	exhibits(patient_jack, memory_loss)	0
exhibits(Organ, S1)	exhibits(patient_frank, weight_loss)	0
exhibits(Doc, S0)	exhibits(patient_alice, shortness_of_breath)	0
at_risk_for(anxiety, anxiety)	at_risk_for(P, D) :- has_risk_factor(P, RF), risk_increases(RF, D)	0
exhibits(Organ, S1)	exhibits(patient_carol, fever)	0
has_symptom(liver_disease, S2)	has_symptom(liver_disease, muscle_weakness)	0
has_symptom(D2, S2)	has_symptom(covid19, nausea)	0
exhibits(Drug, S2)	exhibits(patient_eve, pale_skin)	0
exhibits(RF, S1)	exhibits(patient_dave, headache)	0
exhibits(D1, S2)	exhibits(patient_eve, sweating)	0
exhibits(P, S3)	exhibits(patient_liam, sweating)	0
exhibits(Doc, S3)	exhibits(patient_alice, abdominal_pain)	0
exhibits(Drug, S2)	exhibits(patient_henry, joint_pain)	0
treats(Drug0, D1)	treats(Drug0, anemia)	0
exhibits(Drug, S2)	exhibits(patient_noah, blurred_vision)	0
exhibits(RF, S4)	exhibits(patient_liam, insomnia)	0
exhibits(D, S2)	exhibits(patient_iris, loss_of_appetite)	0
exhibits(P0, S0)	exhibits(patient_iris, excessive_thirst)	0
has_symptom(D4, S4)	has_symptom(arthritis, headache)	0
exhibits(D, S2)	exhibits(patient_bob, muscle_weakness)	0
risk_increases(RF2, D2)	risk_increases(stress, diabetes)	0
has_symptom(anemia, S2)	has_symptom(anemia, nausea)	0
exhibits(SE, S1)	exhibits(patient_grace, headache)	0
exhibits(Organ, S3)	exhibits(patient_mia, muscle_weakness)	0
exhibits(P, S3)	exhibits(patient_noah, fatigue)	0
exhibits(Doc, S2)	exhibits(patient_liam, memory_loss)	0
diagnosed_with(P4, D4)	diagnosed_with(patient_bob, heart_disease)	0
exhibits(D2, S0)	exhibits(patient_olivia, confusion)	0
exhibits(D1, S2)	exhibits(patient_jack, loss_of_appetite)	0
has_symptom(stroke, S2)	has_symptom(stroke, sadness)	0
exhibits(SE, S2)	exhibits(patient_olivia, cough)	0
has_symptom(D2, S2)	has_symptom(asthma, swollen_joints)	0
exhibits(RF, S3)	exhibits(patient_mia, weight_gain)	0
exhibits(Doc, S0)	exhibits(patient_mia, muscle_weakness)	0
treats(albuterol, diabetes)	treats(albuterol, diabetes)	0
treats(D0, D0)	treats(anemia, anemia)	0
exhibits(Doc, S0)	exhibits(patient_mia, chest_pain)	0
exhibits(Drug, S2)	exhibits(patient_noah, sweating)	0
exhibits(SE, S2)	exhibits(patient_kate, swollen_joints)	0
has_symptom(D3, S3)	has_symptom(depression, nausea)	0
exhibits(Doc, S2)	exhibits(patient_olivia, confusion)	0
has_symptom(D1, S2)	has_symptom(patient_henry, shortness_of_breath)	0
has_symptom(asthma, S4)	has_symptom(asthma, insomnia)	0
exhibits(Doc, S3)	exhibits(patient_mia, confusion)	0
diagnosed_with(P4, D4)	diagnosed_with(patient_dave, osteoporosis)	0
has_symptom(covid19, S3)	has_symptom(covid19, insomnia)	0
exhibits(Doc, S3)	exhibits(patient_liam, weight_gain)	0
has_symptom(D2, S2)	has_symptom(heart_disease, insomnia)	0
exhibits(RF, S1)	exhibits(patient_dave, memory_loss)	0
exhibits(Organ, S3)	exhibits(patient_olivia, dizziness)	0
exhibits(SE, S1)	exhibits(patient_noah, swollen_joints)	0
exhibits(Drug, S2)	exhibits(patient_alice, blurred_vision)	0
has_symptom(kidney_disease, S2)	has_symptom(kidney_disease, fever)	0
exhibits(D2, S0)	exhibits(patient_noah, fatigue)	0
exhibits(P, S0)	exhibits(patient_noah, back_pain)	0
exhibits(D, S2)	exhibits(patient_kate, memory_loss)	0
exhibits(Drug, S2)	exhibits(patient_mia, cough)	0
has_symptom(D11, S2)	has_symptom(patient_kate, fatigue)	0
exhibits(Doc, S0)	exhibits(patient_olivia, dizziness)	0
exhibits(D1, S2)	exhibits(patient_alice, swollen_joints)	0
exhibits(P, S3)	exhibits(patient_mia, excessive_thirst)	0
has_symptom(stroke, S2)	has_symptom(stroke, cough)	0
risk_increases(RF3, D3)	risk_increases(sedentary_lifestyle, copd)	0
exhibits(P3, S3)	exhibits(D, weight_loss)	0
exhibits(RF, S4)	exhibits(patient_jack, insomnia)	0
exhibits(P, S4)	exhibits(patient_carol, joint_pain)	0
has_symptom(D4, S4)	has_symptom(stroke, abdominal_pain)	0
exhibits(patient_henry, S0)	exhibits(patient_henry, nausea)	0
treats(metformin, D2)	treats(metformin, alzheimers)	0
requires_specialist(kidney_disease, kidney_disease)	requires_specialist(kidney_disease, kidney_disease)	0
exhibits(P, S0)	exhibits(patient_henry, weight_gain)	0
exhibits(Organ, S1)	exhibits(patient_liam, insomnia)	0
requires_specialist(osteoporosis, neurology)	requires_specialist(osteoporosis, neurology)	0
exhibits(Doc, S0)	exhibits(patient_noah, sweating)	0
requires_specialist(heart_disease, infectious_disease)	requires_specialist(heart_disease, infectious_disease)	0
exhibits(P, S3)	exhibits(patient_alice, memory_loss)	0
exhibits(D, S2)	exhibits(patient_kate, confusion)	0
exhibits(SE, S2)	exhibits(patient_jack, swollen_joints)	0
exhibits(Doc, S3)	exhibits(patient_noah, cough)	0
exhibits(Organ, S1)	exhibits(patient_mia, fever)	0
has_symptom(liver_disease, S4)	has_symptom(liver_disease, back_pain)	0
exhibits(Drug, S2)	exhibits(patient_noah, swollen_joints)	0
exhibits(P1, S1)	exhibits(diabetes, weight_loss)	0
has_symptom(liver_disease, S4)	has_symptom(liver_disease, joint_pain)	0
exhibits(RF, S1)	exhibits(patient_bob, sweating)	0
requires_specialist(stroke, rheumatology)	requires_specialist(stroke, rheumatology)	0
requires_specialist(D0, D0)	requires_specialist(heart_disease, heart_disease)	0
exhibits(RF, S3)	exhibits(patient_iris, frequent_urination)	0
exhibits(patient_henry, S0)	exhibits(patient_henry, swollen_joints)	0
has_symptom(asthma, S4)	has_symptom(asthma, headache)	0
has_specialty(dr_chen, psychiatry)	has_specialty(dr_chen, psychiatry)	0
has_symptom(D3, S3)	has_symptom(arthritis, sadness)	0
treats(sertraline, D2)	treats(sertraline, osteoporosis)	0
exhibits(D, S4)	exhibits(patient_olivia, muscle_weakness)	0
treats(Drug0, D0)	treats(sertraline, diabetes)	0
exhibits(Organ, S3)	exhibits(patient_henry, nausea)	0
exhibits(D1, S2)	exhibits(patient_henry, swollen_joints)	0
has_symptom(D4, S4)	has_symptom(hypertension, abdominal_pain)	0
exhibits(SE, S1)	exhibits(patient_carol, headache)	0
has_symptom(asthma, S3)	has_symptom(asthma, fatigue)	0
exhibits(RF, S1)	exhibits(patient_mia, frequent_urination)	0
exhibits(P, S3)	exhibits(patient_noah, headache)	0
exhibits(D2, S0)	exhibits(patient_grace, pale_skin)	0
exhibits(SE, S1)	exhibits(patient_dave, shortness_of_breath)	0
exhibits(P1, S1)	exhibits(hypothyroidism, muscle_weakness)	0
exhibits(Organ, S0)	exhibits(patient_olivia, weight_loss)	0
exhibits(Doc, S2)	exhibits(patient_carol, memory_loss)	0
exhibits(D, S3)	exhibits(patient_frank, cough)	0
exhibits(Doc, S4)	exhibits(patient_eve, dizziness)	0
exhibits(Doc, S0)	exhibits(patient_frank, nausea)	0
exhibits(D, S3)	exhibits(patient_kate, sadness)	0
exhibits(SE, S2)	exhibits(patient_eve, confusion)	0
exhibits(Drug, S2)	exhibits(patient_noah, chest_pain)	0
exhibits(D, S4)	exhibits(patient_carol, muscle_weakness)	0
exhibits(RF, S1)	exhibits(patient_noah, excessive_thirst)	0
has_symptom(D3, S3)	has_symptom(cancer, joint_pain)	0
exhibits(D, S2)	exhibits(patient_mia, excessive_thirst)	0
exhibits(D2, S0)	exhibits(patient_dave, abdominal_pain)	0
diagnosed_with(P4, D4)	diagnosed_with(patient_mia, diabetes)	0
has_symptom(D2, S2)	has_symptom(migraine, loss_of_appetite)	0
treats(aspirin, cancer)	treats(aspirin, cancer)	0
exhibits(D, S2)	exhibits(patient_mia, loss_of_appetite)	0
has_specialty(dr_chen, endocrinology)	has_specialty(dr_chen, endocrinology)	0
exhibits(D1, S2)	exhibits(patient_olivia, nausea)	0
exhibits(D2, S0)	exhibits(patient_eve, weight_gain)	0
exhibits(Organ, S3)	exhibits(patient_grace, confusion)	0
exhibits(D, S2)	exhibits(patient_alice, memory_loss)	0
exhibits(P0, S0)	exhibits(patient_frank, confusion)	0
exhibits(Drug, S2)	exhibits(patient_alice, sweating)	0
exhibits(SE, S2)	exhibits(patient_carol, muscle_weakness)	0
diagnosed_with(P4, D4)	diagnosed_with(patient_iris, anxiety)	0
exhibits(D1, S2)	exhibits(patient_bob, fever)	0
risk_increases(RF2, D2)	risk_increases(alcohol_abuse, heart_disease)	0
exhibits(RF, S1)	exhibits(patient_grace, abdominal_pain)	0
has_symptom(arthritis, S2)	has_symptom(arthritis, nausea)	0
exhibits(D2, S0)	exhibits(patient_eve, memory_loss)	0
exhibits(D, S3)	exhibits(patient_frank, back_pain)	0
exhibits(P1, S1)	exhibits(liver_disease, fatigue)	0
exhibits(Drug, S2)	exhibits(patient_alice, shortness_of_breath)	0
has_symptom(D2, S2)	has_symptom(patient_noah, S2)	0
exhibits(D, S2)	exhibits(patient_alice, fever)	0
has_symptom(hypothyroidism, S2)	has_symptom(hypothyroidism, insomnia)	0
exhibits(RF, S4)	exhibits(patient_olivia, insomnia)	0
exhibits(P, S0)	exhibits(patient_mia, chest_pain)	0
exhibits(SE, S2)	exhibits(patient_carol, swollen_joints)	0
exhibits(D, S4)	exhibits(patient_grace, dizziness)	0
exhibits(P3, S3)	exhibits(diabetes, weight_loss)	0
exhibits(P, S0)	exhibits(patient_eve, pale_skin)	0
exhibits(D, S2)	exhibits(patient_frank, shortness_of_breath)	0
exhibits(D1, S2)	exhibits(patient_dave, headache)	0
has_symptom(copd, S3)	has_symptom(copd, frequent_urination)	0
exhibits(D, S2)	exhibits(patient_bob, excessive_thirst)	0
treats(warfarin, D2)	treats(warfarin, asthma)	0
exhibits(patient_eve, S1)	exhibits(patient_eve, frequent_urination)	0
at_risk_for(stroke, stroke)	at_risk_for(P, D) :- has_risk_factor(P, RF), risk_increases(RF, D)	0
exhibits(D1, S2)	exhibits(patient_frank, confusion)	0
exhibits(D, S3)	exhibits(patient_henry, frequent_urination)	0
exhibits(D1, S2)	exhibits(patient_dave, muscle_weakness)	0
exhibits(D, S2)	exhibits(patient_noah, headache)	0
causes(D12, D22)	causes(anxiety, asthma)	0
has_symptom(stroke, S4)	has_symptom(stroke, back_pain)	0
exhibits(P, S0)	exhibits(patient_liam, headache)	0
exhibits(SE, S2)	exhibits(patient_frank, swollen_joints)	0
exhibits(RF, S3)	exhibits(patient_bob, confusion)	0
exhibits(P2, S2)	exhibits(anemia, fatigue)	0
exhibits(RF, S1)	exhibits(patient_kate, joint_pain)	0
exhibits(P, S3)	exhibits(patient_frank, back_pain)	0
has_symptom(copd, S4)	has_symptom(copd, abdominal_pain)	0
has_symptom(anemia, S2)	has_symptom(anemia, excessive_thirst)	0
exhibits(P0, S0)	exhibits(patient_liam, cough)	0
exhibits(SE, S2)	exhibits(patient_grace, dizziness)	0
exhibits(Organ, S1)	exhibits(patient_kate, weight_loss)	0
exhibits(Organ, S3)	exhibits(patient_dave, headache)	0
exhibits(SE, S1)	exhibits(patient_iris, frequent_urination)	0
exhibits(P, S0)	exhibits(patient_carol, back_pain)	0
exhibits(SE, S1)	exhibits(patient_henry, loss_of_appetite)	0
exhibits(P, S3)	exhibits(patient_eve, chest_pain)	0
exhibits(Organ, S3)	exhibits(patient_frank, confusion)	0
exhibits(RF, S3)	exhibits(patient_noah, weight_gain)	0
exhibits(Doc, S3)	exhibits(patient_carol, blurred_vision)	0
has_symptom(D11, S2)	has_symptom(patient_iris, fatigue)	0
exhibits(P, S3)	exhibits(patient_alice, muscle_weakness)	0
exhibits(D, S2)	exhibits(patient_eve, shortness_of_breath)	0
exhibits(P1, S1)	exhibits(copd, shortness_of_breath)	0
exhibits(Organ, S3)	exhibits(patient_grace, frequent_urination)	0
has_symptom(anxiety, S4)	has_symptom(anxiety, swollen_joints)	0
exhibits(Doc, S3)	exhibits(patient_alice, confusion)	0
patient(P3)	patient(anxiety)	0
exhibits(RF, S1)	exhibits(patient_alice, chest_pain)	0
has_symptom(D3, S3)	has_symptom(patient_carol, shortness_of_breath)	0
has_symptom(liver_disease, S4)	has_symptom(liver_disease, confusion)	0
has_symptom(migraine, S4)	has_symptom(migraine, cough)	0
exhibits(SE, S2)	exhibits(patient_eve, sadness)	0
exhibits(Doc, S2)	exhibits(patient_dave, pale_skin)	0
exhibits(P1, S1)	exhibits(liver_disease, nausea)	0
has_symptom(D4, S4)	has_symptom(stroke, fatigue)	0
exhibits(P, S4)	exhibits(patient_carol, fatigue)	0
exhibits(D, S3)	exhibits(patient_iris, cough)	0
exhibits(D1, S2)	exhibits(patient_liam, cough)	0
has_symptom(copd, S3)	has_symptom(copd, confusion)	0
has_symptom(D1, S2)	has_symptom(patient_carol, dizziness)	0
exhibits(Organ, S3)	exhibits(patient_frank, memory_loss)	0
exhibits(Doc, S0)	exhibits(patient_henry, chest_pain)	0
has_symptom(D0, S1)	has_symptom(patient_dave, loss_of_appetite)	0
exhibits(P1, S1)	exhibits(anemia, dizziness)	0
has_symptom(diabetes, S4)	has_symptom(diabetes, swollen_joints)	0
requires_specialist(D2, oncology)	requires_specialist(stroke, oncology)	0
exhibits(Doc, S0)	exhibits(patient_frank, memory_loss)	0
treats(oseltamivir, D2)	treats(oseltamivir, diabetes)	0
requires_specialist(arthritis, gastroenterology)	requires_specialist(arthritis, gastroenterology)	0
exhibits(RF, S1)	exhibits(patient_bob, weight_loss)	0
exhibits(P, S3)	exhibits(patient_frank, sadness)	0
exhibits(SE, S2)	exhibits(patient_bob, dizziness)	0
causes(D12, D22)	causes(liver_disease, anxiety)	0
exhibits(Organ, S3)	exhibits(patient_dave, memory_loss)	0
exhibits(RF, S1)	exhibits(patient_jack, shortness_of_breath)	0
exhibits(SE, S1)	exhibits(patient_olivia, weight_gain)	0
exhibits(RF, S3)	exhibits(patient_noah, loss_of_appetite)	0
requires_specialist(pneumonia, neurology)	requires_specialist(pneumonia, neurology)	0
exhibits(P, S0)	exhibits(patient_bob, headache)	0
exhibits(Organ, S3)	exhibits(patient_frank, joint_pain)	0
treats(amoxicillin, D2)	treats(amoxicillin, hypothyroidism)	0
exhibits(D, S4)	exhibits(patient_jack, muscle_weakness)	0
exhibits(D1, S2)	exhibits(patient_kate, loss_of_appetite)	0
exhibits(Doc, S0)	exhibits(patient_noah, abdominal_pain)	0
exhibits(SE, S1)	exhibits(patient_olivia, chest_pain)	0
exhibits(D, S3)	exhibits(patient_kate, fever)	0
exhibits(P3, S3)	exhibits(liver_disease, fatigue)	0
exhibits(D1, S2)	exhibits(patient_bob, sweating)	0
exhibits(Organ, S1)	exhibits(patient_olivia, headache)	0
exhibits(SE, S1)	exhibits(patient_alice, nausea)	0
exhibits(P, S3)	exhibits(patient_dave, excessive_thirst)	0
has_symptom(D2, S2)	has_symptom(hypothyroidism, cough)	0
exhibits(Doc, S3)	exhibits(patient_henry, muscle_weakness)	0
has_symptom(heart_disease, S2)	has_symptom(heart_disease, nausea)	0
has_symptom(D0, S1)	has_symptom(patient_henry, cough)	0
requires_specialist(D2, endocrinology)	requires_specialist(anemia, endocrinology)	0
treats(amlodipine, D2)	treats(amlodipine, liver_disease)	0
exhibits(P, S3)	exhibits(patient_iris, pale_skin)	0
exhibits(Drug, S2)	exhibits(patient_mia, swollen_joints)	0
exhibits(Doc, S0)	exhibits(patient_iris, joint_pain)	0
exhibits(D, S3)	exhibits(patient_frank, loss_of_appetite)	0
treats(Drug0, D0)	treats(sertraline, influenza)	0
exhibits(D, S2)	exhibits(patient_frank, excessive_thirst)	0
exhibits(Drug, S2)	exhibits(patient_carol, muscle_weakness)	0
exhibits(Organ, S1)	exhibits(patient_alice, weight_loss)	0
exhibits(SE, S1)	exhibits(patient_liam, chest_pain)	0
exhibits(D2, S0)	exhibits(patient_jack, confusion)	0
exhibits(RF, S1)	exhibits(patient_olivia, fever)	0
exhibits(SE, S1)	exhibits(patient_eve, insomnia)	0
has_symptom(D4, S4)	has_symptom(asthma, loss_of_appetite)	0
exhibits(RF, S1)	exhibits(patient_kate, excessive_thirst)	0
exhibits(D, S2)	exhibits(patient_eve, chest_pain)	0
exhibits(P, S3)	exhibits(patient_jack, abdominal_pain)	0
exhibits(Drug, S2)	exhibits(patient_eve, nausea)	0
exhibits(P, S0)	exhibits(patient_mia, fever)	0
exhibits(D, S3)	exhibits(patient_eve, pale_skin)	0
treats(metformin, osteoporosis)	treats(metformin, osteoporosis)	0
exhibits(P, S4)	exhibits(patient_frank, dizziness)	0
exhibits(Organ, S1)	exhibits(patient_jack, excessive_thirst)	0
exhibits(D1, S2)	exhibits(patient_mia, frequent_urination)	0
exhibits(RF, S4)	exhibits(patient_noah, insomnia)	0
exhibits(Doc, S3)	exhibits(patient_jack, frequent_urination)	0
exhibits(SE, S1)	exhibits(patient_henry, headache)	0
requires_specialist(D2, rheumatology)	requires_specialist(copd, rheumatology)	0
exhibits(P, S3)	exhibits(patient_eve, loss_of_appetite)	0
exhibits(Drug, S2)	exhibits(patient_dave, fever)	0
exhibits(Doc, S2)	exhibits(patient_noah, fatigue)	0
has_symptom(copd, S2)	has_symptom(copd, muscle_weakness)	0
treats(fluticasone, alzheimers)	treats(fluticasone, alzheimers)	0
exhibits(RF, S4)	exhibits(patient_kate, swollen_joints)	0
exhibits(D, S4)	exhibits(patient_kate, chest_pain)	0
causes(D12, D22)	causes(diabetes, asthma)	0
has_symptom(D2, S2)	has_symptom(covid19, sadness)	0
has_symptom(D0, S0)	has_symptom(depression, shortness_of_breath)	0
exhibits(D, S3)	exhibits(patient_bob, back_pain)	0
exhibits(RF, S1)	exhibits(patient_kate, loss_of_appetite)	0
exhibits(Drug, S2)	exhibits(patient_jack, weight_loss)	0
exhibits(P, S3)	exhibits(patient_henry, weight_loss)	0
exhibits(Organ, S3)	exhibits(patient_noah, pale_skin)	0
exhibits(D2, S0)	exhibits(patient_olivia, excessive_thirst)	0
exhibits(D2, S0)	exhibits(patient_jack, abdominal_pain)	0
requires_specialist(D2, cardiology)	requires_specialist(copd, cardiology)	0
exhibits(P, S3)	exhibits(patient_frank, loss_of_appetite)	0
has_symptom(hypertension, S4)	has_symptom(hypertension, nausea)	0
exhibits(P0, S0)	exhibits(patient_liam, pale_skin)	0
exhibits(SE, S1)	exhibits(patient_noah, joint_pain)	0
has_symptom(anemia, S4)	has_symptom(anemia, fever)	0
diagnosed_with(P4, D4)	diagnosed_with(patient_noah, hypothyroidism)	0
exhibits(Organ, S3)	exhibits(patient_frank, abdominal_pain)	0
exhibits(P3, S3)	exhibits(liver_disease, nausea)	0
exhibits(P, S3)	exhibits(patient_liam, loss_of_appetite)	0
exhibits(D, S2)	exhibits(patient_frank, sadness)	0
exhibits(P, S0)	exhibits(patient_noah, insomnia)	0
exhibits(RF, S1)	exhibits(patient_bob, frequent_urination)	0
exhibits(D2, S0)	exhibits(patient_bob, abdominal_pain)	0
exhibits(P3, S3)	exhibits(patient_grace, pale_skin)	0
has_risk_factor(P2, RF2)	has_risk_factor(depression, stress)	0
exhibits(Doc, S0)	exhibits(patient_frank, abdominal_pain)	0
risk_increases(RF3, D3)	risk_increases(poor_diet, anxiety)	0
exhibits(RF, S1)	exhibits(patient_eve, abdominal_pain)	0
has_symptom(asthma, S3)	has_symptom(asthma, pale_skin)	0
exhibits(D2, S0)	exhibits(patient_grace, chest_pain)	0
exhibits(D1, S2)	exhibits(patient_grace, abdominal_pain)	0
has_symptom(D0, S0)	has_symptom(depression, muscle_weakness)	0
exhibits(SE, S2)	exhibits(patient_jack, loss_of_appetite)	0
risk_increases(RF3, D3)	risk_increases(stress, hypothyroidism)	0
causes(D12, D22)	causes(influenza, asthma)	0
exhibits(RF, S3)	exhibits(patient_mia, joint_pain)	0
has_symptom(D11, S2)	has_symptom(patient_alice, headache)	0
exhibits(RF, S1)	exhibits(patient_kate, headache)	0
treats(metformin, influenza)	treats(metformin, influenza)	0
diagnosed_with(P4, D4)	diagnosed_with(patient_bob, liver_disease)	0
exhibits(D, S2)	exhibits(patient_dave, excessive_thirst)	0
exhibits(Organ, S3)	exhibits(patient_alice, abdominal_pain)	0
exhibits(P, S3)	exhibits(patient_bob, back_pain)	0
exhibits(RF, S1)	exhibits(patient_dave, swollen_joints)	0
exhibits(Doc, S0)	exhibits(patient_noah, swollen_joints)	0
exhibits(Organ, S3)	exhibits(patient_jack, excessive_thirst)	0
causes(D12, D22)	causes(influenza, depression)	0
exhibits(RF, S1)	exhibits(patient_carol, blurred_vision)	0
exhibits(Organ, S1)	exhibits(patient_frank, blurred_vision)	0
exhibits(Organ, S1)	exhibits(patient_olivia, cough)	0
exhibits(D1, S2)	exhibits(patient_liam, pale_skin)	0
has_symptom(copd, S3)	has_symptom(copd, nausea)	0
has_symptom(anxiety, S2)	has_symptom(anxiety, abdominal_pain)	0
exhibits(Doc, S0)	exhibits(patient_henry, dizziness)	0
has_symptom(heart_disease, S2)	has_symptom(heart_disease, dizziness)	0
exhibits(D1, S2)	exhibits(patient_mia, confusion)	0
exhibits(SE, S2)	exhibits(patient_alice, dizziness)	0
has_symptom(D4, S4)	has_symptom(diabetes, memory_loss)	0
has_symptom(D2, S3)	has_symptom(patient_eve, fever)	0
exhibits(RF, S3)	exhibits(patient_liam, abdominal_pain)	0
exhibits(P, S4)	exhibits(patient_iris, confusion)	0
exhibits(Organ, S1)	exhibits(patient_alice, chest_pain)	0
exhibits(D2, S0)	exhibits(patient_eve, blurred_vision)	0
exhibits(D1, S2)	exhibits(patient_olivia, sadness)	0
at_risk_for(D, asthma)	at_risk_for(P, D) :- has_risk_factor(P, RF), risk_increases(RF, D)	0
causes(D12, D22)	causes(migraine, asthma)	0
exhibits(D, S2)	exhibits(patient_eve, loss_of_appetite)	0
exhibits(P, S0)	exhibits(patient_iris, memory_loss)	0
has_symptom(D2, S3)	has_symptom(patient_mia, nausea)	0
causes(D12, D22)	causes(anxiety, anxiety)	0
exhibits(P, S3)	exhibits(patient_iris, abdominal_pain)	0
has_symptom(hypothyroidism, S2)	has_symptom(hypothyroidism, frequent_urination)	0
exhibits(RF, S3)	exhibits(patient_alice, nausea)	0
exhibits(Doc, S2)	exhibits(patient_dave, abdominal_pain)	0
risk_increases(RF3, D3)	risk_increases(alcohol_abuse, depression)	0
exhibits(Doc, S2)	exhibits(patient_liam, headache)	0
exhibits(SE, S2)	exhibits(patient_olivia, fatigue)	0
exhibits(Organ, S3)	exhibits(patient_mia, confusion)	0
exhibits(Organ, S3)	exhibits(patient_liam, weight_gain)	0
exhibits(Drug, S2)	exhibits(patient_carol, insomnia)	0
exhibits(Drug, S2)	exhibits(patient_grace, insomnia)	0
has_symptom(hypothyroidism, S2)	has_symptom(hypothyroidism, memory_loss)	0
has_symptom(D2, S2)	has_symptom(depression, joint_pain)	0
exhibits(P, S4)	exhibits(patient_jack, sweating)	0
has_symptom(D2, S3)	has_symptom(patient_frank, muscle_weakness)	0
exhibits(D, S4)	exhibits(patient_grace, fever)	0
exhibits(D, S3)	exhibits(patient_dave, fatigue)	0
exhibits(Drug, S2)	exhibits(patient_kate, shortness_of_breath)	0
exhibits(Doc, S0)	exhibits(patient_noah, chest_pain)	0
exhibits(Organ, S1)	exhibits(patient_jack, swollen_joints)	0
exhibits(D, S2)	exhibits(patient_bob, chest_pain)	0
has_symptom(anxiety, S4)	has_symptom(anxiety, joint_pain)	0
exhibits(Organ, S0)	exhibits(patient_noah, weight_loss)	0
exhibits(Doc, S2)	exhibits(patient_eve, memory_loss)	0
treats(D, D0)	treats(D, alzheimers)	0
exhibits(P, S4)	exhibits(patient_carol, sweating)	0
exhibits(Organ, S1)	exhibits(patient_jack, blurred_vision)	0
exhibits(D, S2)	exhibits(patient_liam, loss_of_appetite)	0
