goal	rule	score
parent(kevan_lannister, Z3)	parent(kevan_lannister, alannys_harlaw)	0
parent(stannis_baratheon, Z11)	parent(stannis_baratheon, unknown_mother_lannister)	0
parent(margaery_tyrell, Z9)	parent(margaery_tyrell, aerys_targaryen)	0
parent(tyene_sand, Z12)	parent(tyene_sand, doran_martell)	0
parent(brandon_stark, Z2)	parent(brandon_stark, unknown_mother_sand_2)	0
parent(rhaenys_targaryen, Z3)	parent(rhaenys_targaryen, rickard_stark)	0
parent(lancel_lannister, Z3)	parent(lancel_lannister, unknown_mother_sand_3)	0
ancestor(oberyn_martell, Z)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(tyrion_lannister, Z11)	parent(tyrion_lannister, cassana_estermont)	0
parent(X0, Y0)	parent(aegon_targaryen, balon_greyjoy)	0
parent(tywin_lannister, Z3)	parent(tywin_lannister, unknown_father_greyjoy)	0
parent(benjen_stark, Z9)	parent(benjen_stark, kevan_lannister)	0
parent(ella_martell, Z4)	parent(ella_martell, joanna_lannister)	0
parent(daenerys_targaryen, Z10)	parent(daenerys_targaryen, olenna_tyrell)	0
parent(unknown_mother_lannister, Z0)	parent(unknown_mother_lannister, alannys_harlaw)	0
parent(balon_greyjoy, Z4)	parent(balon_greyjoy, eddard_stark)	0
parent(robb_stark, Z11)	parent(robb_stark, doran_martell)	0
parent(tyrion_lannister, Z4)	parent(tyrion_lannister, unknown_mother_targaryen)	0
parent(maron_greyjoy, Z10)	parent(maron_greyjoy, selyse_baratheon)	0
parent(margaery_tyrell, Z3)	parent(margaery_tyrell, aegon_v_targaryen)	0
parent(kevan_lannister, Z12)	parent(kevan_lannister, stannis_baratheon)	0
parent(Z7, Z8)	parent(Z7, steffon_baratheon)	0
ancestor(four_unknown_martells, nymeria_sand)	ancestor(X, Y) :- parent(X, Y)	0
parent(nymeria_sand, Z2)	parent(nymeria_sand, alerie_hightower)	0
parent(shireen_baratheon, luthor_tyrell)	parent(shireen_baratheon, luthor_tyrell)	0
parent(daenerys_targaryen, Z12)	parent(daenerys_targaryen, unknown_mother_sand_1)	0
parent(tyrion_lannister, Z11)	parent(tyrion_lannister, unknown_mother_lannister)	0
ancestor(four_unknown_martells, X)	ancestor(X, Y) :- parent(X, Y)	0
parent(lewyn_martell, Z1)	parent(lewyn_martell, jaime_lannister)	0
parent(rodrick_greyjoy, Z2)	parent(rodrick_greyjoy, unknown_mother_stark)	0
parent(nymeria_sand, Z12)	parent(nymeria_sand, balon_greyjoy)	0
parent(rhaenys_targaryen, Z3)	parent(rhaenys_targaryen, robert_baratheon)	0
parent(rhaenys_targaryen, Z9)	parent(rhaenys_targaryen, jaime_lannister)	0
ancestor(doran_martell, lyanna_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(jon_snow, Z4)	parent(jon_snow, unknown_mother_lannister)	0
parent(viserys_targaryen, Z3)	parent(viserys_targaryen, mace_tyrell)	0
parent(balon_greyjoy, Z3)	parent(balon_greyjoy, rhaegar_targaryen)	0
parent(daenerys_targaryen, Z2)	parent(daenerys_targaryen, unknown_mother_sand_2)	0
parent(stannis_baratheon, Z4)	parent(stannis_baratheon, tytos_lannister)	0
parent(lewyn_martell, Z1)	parent(lewyn_martell, joanna_lannister)	0
parent(loras_tyrell, Z12)	parent(loras_tyrell, unknown_mother_targaryen)	0
ancestor(daenerys_targaryen, rodrick_greyjoy)	ancestor(X, Y) :- parent(X, Y)	0
parent(yara_greyjoy, Z11)	parent(yara_greyjoy, rhaegar_targaryen)	0
parent(theon_greyjoy, Z3)	parent(theon_greyjoy, alerie_hightower)	0
ancestor(robert_baratheon, nymeria_sand)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(tommen_lannister, Z6)	parent(tommen_lannister, aegon_v_targaryen)	0
parent(lancel_lannister, Z12)	parent(lancel_lannister, cersei_lannister)	0
parent(daeron_targaryen, Z3)	parent(daeron_targaryen, unknown_mother_targaryen)	0
parent(rhaegar_targaryen, Z11)	parent(rhaegar_targaryen, cersei_lannister)	0
parent(oberyn_martell, Z9)	parent(oberyn_martell, unknown_mother_martell)	0
parent(shireen_baratheon, Z12)	parent(shireen_baratheon, alannys_harlaw)	0
ancestor(maron_greyjoy, _EX3)	ancestor(X, Y) :- parent(X, Y)	0
parent(sarella_sand, Z2)	parent(sarella_sand, luthor_tyrell)	0
parent(ella_martell, Z12)	parent(ella_martell, unknown_mother_sand_3)	0
parent(cersei_lannister, Z3)	parent(cersei_lannister, mellario_of_norvos)	0
ancestor(four_unknown_martells, _EX1)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(aegon_targaryen, Z4)	parent(aegon_targaryen, robert_baratheon)	0
parent(aeron_greyjoy, Z4)	parent(aeron_greyjoy, cassana_estermont)	0
parent(arya_stark, Z11)	parent(arya_stark, eddard_stark)	0
parent(rickon_stark, Z11)	parent(rickon_stark, unknown_mother_lannister)	0
parent(nymeria_sand, Z11)	parent(nymeria_sand, unknown_mother_lannister)	0
parent(eddard_stark, Z9)	parent(eddard_stark, robert_baratheon)	0
parent(loras_tyrell, Z4)	parent(loras_tyrell, lewyn_martell)	0
parent(rickon_stark, Z4)	parent(rickon_stark, unknown_mother_stark)	0
parent(Z11, Z12)	parent(Z11, unknown_mother_sand_3)	0
parent(X0, Y0)	parent(tommen_lannister, balon_greyjoy)	0
ancestor(rhaella_targaryen, _EX4)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(ella_martell, Z3)	parent(ella_martell, mellario_of_norvos)	0
parent(loras_tyrell, Z3)	parent(loras_tyrell, lyanna_stark)	0
parent(eddard_stark, Z4)	parent(eddard_stark, unknown_mother_targaryen)	0
parent(balon_greyjoy, Z4)	parent(balon_greyjoy, alerie_hightower)	0
parent(benjen_stark, Z6)	parent(benjen_stark, kevan_lannister)	0
parent(duncan_targaryen, Z2)	parent(duncan_targaryen, eddard_stark)	0
parent(jaime_lannister, Z6)	parent(jaime_lannister, rickard_stark)	0
parent(four_unknown_martells, Z11)	parent(four_unknown_martells, unknown_mother_stark)	0
parent(theon_greyjoy, Z12)	parent(theon_greyjoy, alerie_hightower)	0
parent(Y0, X0)	parent(mace_tyrell, joffery_lannister)	0
parent(cassana_estermont, Z0)	parent(cassana_estermont, steffon_baratheon)	0
parent(daenerys_targaryen, Z10)	parent(daenerys_targaryen, stannis_baratheon)	0
parent(brandon_stark, Z3)	parent(brandon_stark, mace_tyrell)	0
ancestor(joffery_lannister, Y)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(lancel_lannister, brandon_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(ella_martell, Z3)	parent(ella_martell, unknown_mother_greyjoy)	0
parent(maron_greyjoy, Z12)	parent(maron_greyjoy, kevan_lannister)	0
parent(obara_sand, aerys_targaryen)	parent(obara_sand, aerys_targaryen)	0
parent(mace_tyrell, Z12)	parent(mace_tyrell, rhaella_targaryen)	0
parent(arya_stark, Z12)	parent(arya_stark, alannys_harlaw)	0
parent(tywin_lannister, Z4)	parent(tywin_lannister, rhaella_targaryen)	0
parent(cersei_lannister, unknown_mother_stark)	parent(cersei_lannister, unknown_mother_stark)	0
parent(four_unknown_martells, Z12)	parent(four_unknown_martells, aegon_v_targaryen)	0
parent(myrcella_lannister, Z6)	parent(myrcella_lannister, unknown_mother_lannister)	0
ancestor(cersei_lannister, mace_tyrell)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(margaery_tyrell, Z2)	parent(margaery_tyrell, unknown_mother_greyjoy)	0
parent(_EX4, Z1)	parent(_EX4, unknown_mother_targaryen)	0
parent(viserys_targaryen, Z3)	parent(viserys_targaryen, tywin_lannister)	0
parent(oberyn_martell, Z2)	parent(oberyn_martell, kevan_lannister)	0
parent(stannis_baratheon, Z11)	parent(stannis_baratheon, unknown_mother_greyjoy)	0
parent(duncan_targaryen, Z11)	parent(duncan_targaryen, stannis_baratheon)	0
parent(daenerys_targaryen, Z4)	parent(daenerys_targaryen, robert_baratheon)	0
ancestor(nymeria_sand, martyn_lannister)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(rickon_stark, myrcella_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(robert_baratheon, Z2)	parent(robert_baratheon, stannis_baratheon)	0
parent(sarella_sand, Z12)	parent(sarella_sand, unknown_mother_sand_2)	0
parent(loras_tyrell, Z12)	parent(loras_tyrell, ellaria_sand)	0
parent(daeron_targaryen, Z3)	parent(daeron_targaryen, elia_martell)	0
parent(benjen_stark, Z12)	parent(benjen_stark, luthor_tyrell)	0
ancestor(jon_snow, willem_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(nymeria_sand, Z3)	parent(nymeria_sand, rhaella_targaryen)	0
parent(Z6, Z7)	parent(Z6, unknown_mother_sand_1)	0
parent(cersei_lannister, Z2)	parent(cersei_lannister, oberyn_martell)	0
parent(yara_greyjoy, Z6)	parent(yara_greyjoy, balon_greyjoy)	0
parent(renly_baratheon, Z2)	parent(renly_baratheon, tywin_lannister)	0
ancestor(aeron_greyjoy, _EX3)	ancestor(X, Y) :- parent(X, Y)	0
parent(joffery_lannister, Z6)	parent(joffery_lannister, tywin_lannister)	0
parent(daeron_targaryen, Z4)	parent(daeron_targaryen, lyanna_stark)	0
parent(robb_stark, Z4)	parent(robb_stark, catelyn_stark)	0
parent(daeron_targaryen, Z4)	parent(daeron_targaryen, cersei_lannister)	0
parent(bran_stark, Z12)	parent(bran_stark, eddard_stark)	0
parent(duncan_targaryen, Z11)	parent(duncan_targaryen, selyse_baratheon)	0
ancestor(mace_tyrell, _EX2)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(sansa_stark, Z2)	parent(sansa_stark, aegon_v_targaryen)	0
ancestor(sarella_sand, _EX4)	ancestor(X, Y) :- parent(X, Y)	0
parent(myrcella_lannister, Z9)	parent(myrcella_lannister, luthor_tyrell)	0
parent(doran_martell, Z3)	parent(doran_martell, rickard_stark)	0
parent(rodrick_greyjoy, Z4)	parent(rodrick_greyjoy, rhaegar_targaryen)	0
parent(maron_greyjoy, Z3)	parent(maron_greyjoy, mellario_of_norvos)	0
parent(tyene_sand, Z4)	parent(tyene_sand, doran_martell)	0
parent(joffery_lannister, Z3)	parent(joffery_lannister, olenna_tyrell)	0
parent(robert_baratheon, Z2)	parent(robert_baratheon, rickard_stark)	0
ancestor(four_unknown_martells, doran_martell)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(aerys_targaryen, martyn_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(loras_tyrell, Z2)	parent(loras_tyrell, alannys_harlaw)	0
parent(rickon_stark, Z11)	parent(rickon_stark, aerys_targaryen)	0
parent(maron_greyjoy, Z10)	parent(maron_greyjoy, mellario_of_norvos)	0
parent(doran_martell, Z9)	parent(doran_martell, tywin_lannister)	0
parent(Z7, olenna_tyrell)	parent(Z7, olenna_tyrell)	0
ancestor(rhaenys_targaryen, lancel_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(rickon_stark, unknown_mother_targaryen)	parent(rickon_stark, unknown_mother_targaryen)	0
parent(brandon_stark, Z4)	parent(brandon_stark, jaime_lannister)	0
parent(kevan_lannister, Z3)	parent(kevan_lannister, unknown_mother_stark)	0
parent(aeron_greyjoy, Z6)	parent(aeron_greyjoy, cersei_lannister)	0
parent(myrcella_lannister, Z12)	parent(myrcella_lannister, rhaella_targaryen)	0
parent(tytos_lannister, Z1)	parent(tytos_lannister, jaime_lannister)	0
ancestor(arya_stark, aeron_greyjoy)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(rhaella_targaryen, Y)	ancestor(X, Y) :- parent(X, Y)	0
parent(tyene_sand, Z6)	parent(tyene_sand, jaime_lannister)	0
ancestor(four_unknown_martells, _EX0)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(four_unknown_martells, Z4)	parent(four_unknown_martells, unknown_mother_martell)	0
parent(mace_tyrell, Z11)	parent(mace_tyrell, cassana_estermont)	0
parent(rodrick_greyjoy, aegon_v_targaryen)	parent(rodrick_greyjoy, aegon_v_targaryen)	0
parent(obara_sand, Z10)	parent(obara_sand, oberyn_martell)	0
parent(duncan_targaryen, Z12)	parent(duncan_targaryen, cassana_estermont)	0
parent(olenna_tyrell, Z0)	parent(olenna_tyrell, rhaegar_targaryen)	0
parent(lewyn_martell, Z1)	parent(lewyn_martell, ellaria_sand)	0
parent(martyn_lannister, Z11)	parent(martyn_lannister, rhaegar_targaryen)	0
parent(arya_stark, Z11)	parent(arya_stark, lewyn_martell)	0
parent(robb_stark, Z2)	parent(robb_stark, tywin_lannister)	0
parent(balon_greyjoy, Z3)	parent(balon_greyjoy, unknown_mother_sand_2)	0
parent(Z3, Z4)	parent(Z3, lewyn_martell)	0
parent(kevan_lannister, Z12)	parent(kevan_lannister, unknown_mother_sand_1)	0
parent(obara_sand, Z10)	parent(obara_sand, ellaria_sand)	0
parent(joffery_lannister, Z6)	parent(joffery_lannister, catelyn_stark)	0
parent(rodrick_greyjoy, Z10)	parent(rodrick_greyjoy, cassana_estermont)	0
ancestor(sarella_sand, Z)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(ella_martell, aeron_greyjoy)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(stannis_baratheon, doran_martell)	ancestor(X, Y) :- parent(X, Y)	0
parent(jon_snow, Z12)	parent(jon_snow, mace_tyrell)	0
ancestor(doran_martell, jon_snow)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(robert_baratheon, lyanna_stark)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(maron_greyjoy, doran_martell)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(arya_stark, doran_martell)	ancestor(X, Y) :- parent(X, Y)	0
parent(robb_stark, rickard_stark)	parent(robb_stark, rickard_stark)	0
parent(rickon_stark, Z12)	parent(rickon_stark, rickard_stark)	0
parent(sarella_sand, Z4)	parent(sarella_sand, eddard_stark)	0
parent(benjen_stark, Z11)	parent(benjen_stark, eddard_stark)	0
parent(jaime_lannister, Z2)	parent(jaime_lannister, alannys_harlaw)	0
parent(rodrick_greyjoy, Z2)	parent(rodrick_greyjoy, unknown_mother_targaryen)	0
parent(mace_tyrell, Z9)	parent(mace_tyrell, unknown_mother_lannister)	0
parent(myrcella_lannister, Z6)	parent(myrcella_lannister, unknown_mother_targaryen)	0
parent(cersei_lannister, Z11)	parent(cersei_lannister, joanna_lannister)	0
ancestor(tyrion_lannister, Y)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(balon_greyjoy, Z3)	parent(balon_greyjoy, robert_baratheon)	0
parent(brandon_stark, Z6)	parent(brandon_stark, unknown_mother_stark)	0
parent(mace_tyrell, Z2)	parent(mace_tyrell, unknown_mother_sand_2)	0
ancestor(robb_stark, mace_tyrell)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(X, _EX5)	ancestor(X, Y) :- parent(X, Y)	0
parent(benjen_stark, Z6)	parent(benjen_stark, unknown_mother_targaryen)	0
ancestor(bran_stark, jon_snow)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(bran_stark, Z12)	parent(bran_stark, stannis_baratheon)	0
parent(kevan_lannister, Z4)	parent(kevan_lannister, oberyn_martell)	0
parent(rodrick_greyjoy, Z2)	parent(rodrick_greyjoy, mace_tyrell)	0
parent(tommen_lannister, Z11)	parent(tommen_lannister, tywin_lannister)	0
parent(martyn_lannister, Z3)	parent(martyn_lannister, alannys_harlaw)	0
parent(aeron_greyjoy, Z3)	parent(aeron_greyjoy, olenna_tyrell)	0
parent(doran_martell, Z9)	parent(doran_martell, ellaria_sand)	0
parent(viserys_targaryen, Z11)	parent(viserys_targaryen, unknown_mother_sand_1)	0
parent(lancel_lannister, Z4)	parent(lancel_lannister, unknown_mother_targaryen)	0
ancestor(X, willem_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(joffery_lannister, Z11)	parent(joffery_lannister, unknown_mother_greyjoy)	0
parent(maron_greyjoy, Z12)	parent(maron_greyjoy, cassana_estermont)	0
ancestor(nymeria_sand, Y)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(duncan_targaryen, Z12)	parent(duncan_targaryen, balon_greyjoy)	0
parent(trystane_martell, Z3)	parent(trystane_martell, rickard_stark)	0
parent(Z1, lewyn_martell)	parent(Z1, lewyn_martell)	0
parent(kevan_lannister, Z2)	parent(kevan_lannister, ellaria_sand)	0
parent(lyanna_stark, Z4)	parent(lyanna_stark, unknown_mother_lannister)	0
ancestor(willem_lannister, lancel_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(loras_tyrell, Z11)	parent(loras_tyrell, rickard_stark)	0
ancestor(arya_stark, _EX1)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(arya_stark, X)	ancestor(X, Y) :- parent(X, Y)	0
parent(cersei_lannister, Z3)	parent(cersei_lannister, doran_martell)	0
ancestor(rhaegar_targaryen, martyn_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(ella_martell, _EX0)	ancestor(X, Y) :- parent(X, Y)	0
parent(theon_greyjoy, Z3)	parent(theon_greyjoy, unknown_mother_stark)	0
parent(jon_snow, Z6)	parent(jon_snow, lewyn_martell)	0
parent(nymeria_sand, unknown_mother_stark)	parent(nymeria_sand, unknown_mother_stark)	0
parent(jon_snow, Z11)	parent(jon_snow, lewyn_martell)	0
parent(rodrick_greyjoy, Z12)	parent(rodrick_greyjoy, rhaella_targaryen)	0
ancestor(theon_greyjoy, Z)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(mace_tyrell, Z2)	parent(mace_tyrell, balon_greyjoy)	0
parent(bran_stark, Z11)	parent(bran_stark, aegon_v_targaryen)	0
parent(lancel_lannister, Z11)	parent(lancel_lannister, unknown_mother_sand_3)	0
parent(eddard_stark, Z3)	parent(eddard_stark, unknown_mother_stark)	0
parent(aeron_greyjoy, Z12)	parent(aeron_greyjoy, alannys_harlaw)	0
parent(rhaegar_targaryen, Z7)	parent(rhaegar_targaryen, tywin_lannister)	0
parent(tywin_lannister, Z3)	parent(tywin_lannister, robert_baratheon)	0
parent(tyrion_lannister, Z6)	parent(tyrion_lannister, jaime_lannister)	0
parent(bran_stark, Z10)	parent(bran_stark, lewyn_martell)	0
parent(shireen_baratheon, unknown_mother_stark)	parent(shireen_baratheon, unknown_mother_stark)	0
parent(mace_tyrell, Z12)	parent(mace_tyrell, catelyn_stark)	0
parent(doran_martell, Z2)	parent(doran_martell, catelyn_stark)	0
parent(tyene_sand, Z2)	parent(tyene_sand, jaime_lannister)	0
parent(myrcella_lannister, unknown_father_greyjoy)	parent(myrcella_lannister, unknown_father_greyjoy)	0
parent(Z4, Z5)	parent(Z4, catelyn_stark)	0
parent(aerys_targaryen, Z3)	parent(aerys_targaryen, balon_greyjoy)	0
parent(margaery_tyrell, Z10)	parent(margaery_tyrell, elia_martell)	0
parent(sarella_sand, Z12)	parent(sarella_sand, doran_martell)	0
parent(jaime_lannister, Z2)	parent(jaime_lannister, unknown_mother_lannister)	0
parent(brandon_stark, Z9)	parent(brandon_stark, steffon_baratheon)	0
parent(Z7, Z8)	parent(Z7, unknown_mother_greyjoy)	0
parent(viserys_targaryen, Z12)	parent(viserys_targaryen, rhaella_targaryen)	0
ancestor(tyene_sand, Y)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(stannis_baratheon, Z6)	parent(stannis_baratheon, elia_martell)	0
parent(tywin_lannister, Z4)	parent(tywin_lannister, aegon_v_targaryen)	0
parent(arya_stark, Z2)	parent(arya_stark, unknown_mother_sand_1)	0
ancestor(joffery_lannister, Y)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(bran_stark, Z4)	parent(bran_stark, mace_tyrell)	0
parent(Z8, unknown_mother_lannister)	parent(Z8, unknown_mother_lannister)	0
parent(doran_martell, Z11)	parent(doran_martell, mace_tyrell)	0
parent(sansa_stark, Z10)	parent(sansa_stark, balon_greyjoy)	0
parent(X0, Y0)	parent(selyse_baratheon, arya_stark)	0
parent(benjen_stark, Z3)	parent(benjen_stark, unknown_father_greyjoy)	0
parent(lyanna_stark, Z3)	parent(lyanna_stark, kevan_lannister)	0
parent(brandon_stark, Z3)	parent(brandon_stark, unknown_mother_lannister)	0
parent(aerys_targaryen, Z4)	parent(aerys_targaryen, lewyn_martell)	0
parent(unknown_mother_lannister, Z0)	parent(unknown_mother_lannister, mace_tyrell)	0
parent(yara_greyjoy, Z3)	parent(yara_greyjoy, rhaegar_targaryen)	0
parent(rhaegar_targaryen, Z7)	parent(rhaegar_targaryen, alerie_hightower)	0
parent(martyn_lannister, Z11)	parent(martyn_lannister, luthor_tyrell)	0
parent(tywin_lannister, Z12)	parent(tywin_lannister, selyse_baratheon)	0
ancestor(robb_stark, martyn_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(rhaegar_targaryen, Z4)	parent(rhaegar_targaryen, rhaella_targaryen)	0
parent(sansa_stark, Z10)	parent(sansa_stark, unknown_mother_greyjoy)	0
parent(rhaenys_targaryen, Z12)	parent(rhaenys_targaryen, jaime_lannister)	0
parent(jon_snow, Z6)	parent(jon_snow, cersei_lannister)	0
parent(eddard_stark, Z9)	parent(eddard_stark, unknown_father_greyjoy)	0
parent(duncan_targaryen, Z12)	parent(duncan_targaryen, unknown_mother_sand_2)	0
parent(trystane_martell, Z4)	parent(trystane_martell, lewyn_martell)	0
parent(jon_snow, Z3)	parent(jon_snow, aerys_targaryen)	0
parent(jon_snow, Z11)	parent(jon_snow, cersei_lannister)	0
parent(four_unknown_martells, Z2)	parent(four_unknown_martells, lyanna_stark)	0
parent(eddard_stark, Z11)	parent(eddard_stark, unknown_mother_lannister)	0
parent(aegon_targaryen, Z4)	parent(aegon_targaryen, alannys_harlaw)	0
parent(sarella_sand, Z4)	parent(sarella_sand, unknown_mother_lannister)	0
parent(stannis_baratheon, Z4)	parent(stannis_baratheon, joanna_lannister)	0
ancestor(arya_stark, _EX3)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(sansa_stark, Z3)	parent(sansa_stark, joanna_lannister)	0
parent(bran_stark, Z4)	parent(bran_stark, selyse_baratheon)	0
ancestor(viserys_targaryen, mace_tyrell)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(daeron_targaryen, Z12)	parent(daeron_targaryen, unknown_mother_targaryen)	0
parent(cersei_lannister, Z3)	parent(cersei_lannister, tywin_lannister)	0
parent(oberyn_martell, Z3)	parent(oberyn_martell, steffon_baratheon)	0
parent(balon_greyjoy, Z4)	parent(balon_greyjoy, tytos_lannister)	0
parent(bran_stark, Z11)	parent(bran_stark, eddard_stark)	0
parent(aegon_targaryen, Z12)	parent(aegon_targaryen, robert_baratheon)	0
ancestor(balon_greyjoy, tyene_sand)	ancestor(X, Y) :- parent(X, Y)	0
parent(duncan_targaryen, Z12)	parent(duncan_targaryen, rhaella_targaryen)	0
parent(shireen_baratheon, Z6)	parent(shireen_baratheon, tytos_lannister)	0
parent(tyrion_lannister, Z10)	parent(tyrion_lannister, unknown_mother_martell)	0
ancestor(lyanna_stark, myrcella_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(stannis_baratheon, Z12)	parent(stannis_baratheon, unknown_mother_stark)	0
parent(benjen_stark, Z11)	parent(benjen_stark, tytos_lannister)	0
parent(robb_stark, Z2)	parent(robb_stark, aerys_targaryen)	0
parent(sansa_stark, Z3)	parent(sansa_stark, tywin_lannister)	0
parent(balon_greyjoy, Z2)	parent(balon_greyjoy, jaime_lannister)	0
parent(sarella_sand, Z6)	parent(sarella_sand, ellaria_sand)	0
parent(tyrion_lannister, Z12)	parent(tyrion_lannister, unknown_mother_sand_3)	0
parent(ella_martell, Z10)	parent(ella_martell, rhaegar_targaryen)	0
parent(balon_greyjoy, Z3)	parent(balon_greyjoy, unknown_mother_stark)	0
ancestor(ella_martell, aegon_targaryen)	ancestor(X, Y) :- parent(X, Y)	0
parent(yara_greyjoy, Z3)	parent(yara_greyjoy, alerie_hightower)	0
parent(kevan_lannister, Z2)	parent(kevan_lannister, rhaegar_targaryen)	0
parent(benjen_stark, Z12)	parent(benjen_stark, cassana_estermont)	0
parent(renly_baratheon, Z3)	parent(renly_baratheon, unknown_father_greyjoy)	0
parent(robert_baratheon, Z12)	parent(robert_baratheon, unknown_mother_martell)	0
parent(tommen_lannister, Z3)	parent(tommen_lannister, unknown_mother_lannister)	0
parent(euron_greyjoy, rhaella_targaryen)	parent(euron_greyjoy, rhaella_targaryen)	0
parent(cersei_lannister, Z10)	parent(cersei_lannister, catelyn_stark)	0
parent(theon_greyjoy, Z6)	parent(theon_greyjoy, selyse_baratheon)	0
parent(aerys_targaryen, Z6)	parent(aerys_targaryen, catelyn_stark)	0
parent(lewyn_martell, Z1)	parent(lewyn_martell, balon_greyjoy)	0
parent(loras_tyrell, Z4)	parent(loras_tyrell, joanna_lannister)	0
parent(robb_stark, Z11)	parent(robb_stark, rhaella_targaryen)	0
ancestor(sansa_stark, _EX1)	ancestor(X, Y) :- parent(X, Y)	0
parent(aeron_greyjoy, Z6)	parent(aeron_greyjoy, kevan_lannister)	0
ancestor(trystane_martell, mace_tyrell)	ancestor(X, Y) :- parent(X, Y)	0
parent(benjen_stark, Z12)	parent(benjen_stark, eddard_stark)	0
parent(lyanna_stark, Z4)	parent(lyanna_stark, rhaella_targaryen)	0
parent(rodrick_greyjoy, Z6)	parent(rodrick_greyjoy, stannis_baratheon)	0
parent(tywin_lannister, Z3)	parent(tywin_lannister, rhaella_targaryen)	0
parent(tyene_sand, Z10)	parent(tyene_sand, selyse_baratheon)	0
parent(daenerys_targaryen, Z3)	parent(daenerys_targaryen, lewyn_martell)	0
parent(rodrick_greyjoy, Z6)	parent(rodrick_greyjoy, rickard_stark)	0
parent(duncan_targaryen, Z2)	parent(duncan_targaryen, aerys_targaryen)	0
parent(aegon_v_targaryen, Z1)	parent(aegon_v_targaryen, oberyn_martell)	0
ancestor(aegon_targaryen, martyn_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(yara_greyjoy, Z3)	parent(yara_greyjoy, lewyn_martell)	0
parent(jaime_lannister, Z2)	parent(jaime_lannister, stannis_baratheon)	0
ancestor(renly_baratheon, mace_tyrell)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(obara_sand, Z12)	parent(obara_sand, aerys_targaryen)	0
parent(nymeria_sand, Z12)	parent(nymeria_sand, robert_baratheon)	0
parent(tommen_lannister, Z3)	parent(tommen_lannister, unknown_mother_martell)	0
parent(cersei_lannister, Z10)	parent(cersei_lannister, unknown_mother_sand_3)	0
parent(mace_tyrell, Z6)	parent(mace_tyrell, aegon_v_targaryen)	0
parent(unknown_mother_lannister, Z0)	parent(unknown_mother_lannister, unknown_mother_stark)	0
parent(viserys_targaryen, Z6)	parent(viserys_targaryen, alannys_harlaw)	0
parent(aeron_greyjoy, Z3)	parent(aeron_greyjoy, mace_tyrell)	0
parent(kevan_lannister, Z2)	parent(kevan_lannister, jaime_lannister)	0
parent(daeron_targaryen, Z12)	parent(daeron_targaryen, elia_martell)	0
parent(shireen_baratheon, Z11)	parent(shireen_baratheon, oberyn_martell)	0
ancestor(margaery_tyrell, _EX2)	ancestor(X, Y) :- parent(X, Y)	0
parent(shireen_baratheon, Z4)	parent(shireen_baratheon, unknown_mother_martell)	0
